slide:place@1664590594963|C23A31[3](1)411E13132[3]223732[3]021D12#U[3]C23#UF31[3]#L[6]311#L[6]F13#U[9]E32[3]#UF21#UC12#U[6]E23#UD33[3]#L[3]B31[3]#L[3]F12#U[3]D23#U[9]F32[3]#U[27]C21#R[3]811#U[9]E12#R[3]C23#U[6]F32[3]#D221#R[6]013#U[3]E32[3]#U[9]F21#L713#U[27]C33[3]#UE32[3]#UE21#R[3]813#U[3]D31[3]#U[3]E12#D321#R[6]012#U[9]F23#L[3]F33[3]#U[3]F32[3]#R[3]821#R[9]812#U[111]F21#UD13#RC33[3]#R[3]832[3]#U[3]F21#U[3]E13#U[9]D32[3]#U[3]C21#UD11#L[6]713#LB32[3]#U[15]C21#U[30]E12#L[3]723#U[81]F32[3]#D323#R[243]C31[3]#R[3]411#UC13#R[6]C32[3]#R[3]823#U[9]C32[3]#UD21#U[3]D13#R[9]432[3]#R[3]421#U[12]E11#LB13#U[3]F32[3]#UF22#RC23#D131[3]#R[33]C12#U[3]F23#R[3]831[3]#U[3]C13#UC31[3]#R[9]C12#D222#R[3]021#D013#R[9]832[3]#U[3]C23#RC31[3]#R[3]811#R[3]C12#R[9]C23#D[30]332[3]#L[90]321#U[6]E13#U[3]F32[3]#UC23#RC31[3]#D[3]212#L[3]323#U[9]F31[3]#R[27]811#U[3]D13#U[3]C32[3]#UC23#L[3]F31[3]#U[6]F12#RC22#RC23#R[3]C31[3]|place@1664590594964
slide:place@1664590594964|221A13D32[3]323C31[3]513031[3]E12823#UE32[3]#L[6]321#R[3]812#U[3]C21#RC13#U[3]D31[3]#R[6]C13#R[15]832[3]#U[9]E23#U[27]C31[3]#R012#UD23#UE31[3]#U[3]C12#R[3]422#U[6]E23#R[12]831[3]#R[3]412#UD21#U[3]C13#D132[3]#UD21#R(1)413#R[12]833[3]#D032[3]#R[30]C21#D[84]311#R[3]413#D[6]232[3]#UE21#U[9]C12#UD23#R[3]433[3]#R[3]031[3]#D112#R[3]C23#UC31[3]#UD12#R[15]823#D231[3]#R[30]012#D122#D[3]121#R[3]813#D[3]133[3]#R[15]C32[3]#D[9]021#D[30]113#UC31[3]#R[81]012#R[6]822#U[252]D21#UE13#R[3]032[3]#U[3]E23#R[6]C31[3]#UD11#UC12#U[3]D23#U[3]E33[3]#L[9]732[3]#U[30]D21#U[3]F11#R[3]C13#UE32[3]#R[3]822#R[3]823#U[12]D31[3]#UE11#UF13#LB32[3]#U[3]F21#R[3]C12#U[6]C23#R[9]C31[3]#U[30]D13#LB32[3]#U[84]D23#U[12]D32[3]#D021#L[6]B13#D[3]032[3]#L[9]321#U[27]C12#UF21#RC13#U[3]E31[3]#UF13#R[3]C32[3]#R[3]422#U[9]C21#UE13#R[3]833[3]#R[6]831[3]#R[3]C12#UD21#D012#R[15]C23#R[3]832[3]#UC21#UC13#U[3]D32[3]#U[3]C23#UC31[3]#R[12]411#R[9]C13#U[30]D32[3]#U[81]E21#D212#UC23#L[33]B33[3]#D[6]031[3]#UF12#R[6]423#R[3]031[3]#U[3]D12#U[9]C23#U[3]C32[3]#R421#D011#R[6]C13#UD32[3]#R[3]821#U[6]D13#U[9]C32[3]#U[27]C23#L[3]731[3]#U[84]F12#R[243]C23#D[729]032[3]#R[12]821#UC13#R[3]C32[3]#D121#L[12]B13#UF31[3]#UF12#UF22#L[33]723#U[12]E31[3]#U[3]F12#U[3]F21#UE13#U[3]F31[3]#U[3]F13#R432[3]#U[9]C22#R[30]021#UC13#UC32[3]#U[3]C23#U[3]C31[3]#R[9]411#D[3]012#U[3]C23#U[3]C32[3]|place@1664590594965
slide:place@1664590594965|223A31[3]113(1)F32[3]521B12021C13932[3]#U[3]F21#U[3]E13#U[3]C32[3]#UC21#UE13#U[3]F33[3]#R[9]431[3]#U[3]F12#U[9]D22#UD21#R[12]C13#D033[3]#UD32[3]#UF21#U[3]D12#R[6]821#D[3]013#R[27]033[3]#D[12]131[3]#R[3]012#UC21#UC13#R[3]032[3]#UD21#R[3]412#U[3]E23#L[9]B33[3]#U[30]C31[3]#L[84]312#U[6]C21#U[9]D13#L[3]B32[3]#L[9]B22#U[27]C23#U[9]F31[3]#R412#U[6]F23#UC31[3]#UF13#L[3]F32[3]#U[6]F21#R[3]813#U[9]E32[3]#UC21#UC13#R[3]431[3]#U[12]E12#R823#R[6]431[3]#R[9]412#D[27]222#R[3]C23#D[3]031[3]#R[3]C12#R[3]023#UE31[3]#UF11#R[9]C13#UE32[3]#U[3]C21#U[3]D12#UE23#R[3]C31[3]#U[3]E12#D023#UD33[3]#R[3]431[3]#R[3]412#U[3]C23|place@1664590594966
slide:place@1664590594966|821C13132[3]021213E33[3]632[3]D21713#UE31[3]#U[6]D12#R423#U[6]E32[3]#UD21#R[3]812#U[9]F21#U[6]E13#U[3]E33[3]#R[12]031[3]#U[3]C12#UF22#D023#R[27]831[3]#R[3]011#D[3]012#R[12]423#UD33[3]#R[3]032[3]#R[3]421#R[3]011#R[3]412#U[3]C23#U[9]E33[3]#UD32[3]#U[6]D21#UE12#UD23#D031[3]#U[3]C13#R[3]432[3]#R[6]C21#R[9]C13#D[3]232[3]#U[27]D21#R[84]813#UE31[3]#D112#L322#U[12]F21#R[3]C13#U[9]C32[3]#R821#D013#D[3]233[3]#R[33]C31[3]#UD12#R[3]C21#U[3]C13#R[9]C32[3]#U[3]E21#R[30]812#D[3]023#R[84]033[3]#U[246]C31[3]#U[9]D12#UD23#U[3]F32[3]#R[3]821#R[3]C11#U[12]D13#U[27]D32[3]#R821#UD12#R[9]823#UC31[3]#L[3]F12#U[12]F23#UC32[3]#U[6]F23#LB31[3]#L[3]F13#U[9]D32[3]#RC21#U[9]F13#U[3]C32[3]#R821#U[27]D11#R[81]013#U[3]F32[3]#D023#L331[3]#U[9]D12#D323#L[6]731[3]#D[12]312#R[27]C22#U[3]D21#U[6]C13#R[3]C31[3]#U[9]E13#R[3]832[3]#UD21#R[6]412#U[6]D23#R431[3]#D012#L[9]B23#U[30]D33[3]#L[81]F31[3]#U[243]D12#U[729]E21#U[3]D13#L[15]332[3]#U[6]D21#U[12]D12#U[3]C23#UE33[3]#UC31[3]#L[3]712#U[9]F23#UE31[3]#U[3]D12#U[3]E21#L[30]B13#U[3]E32[3]#UD21#UC12#L[6]B23#D132[3]#D221#L[12]B13#R[27]431[3]#D[84]312#R[3]023#U[3]C33[3]#L[3]B31[3]#U[12]E12#L[3]723#U[3](1)C31[3]#R[9]412#UF22#L721#U[27]D13#R432[3]#D023#R[6]031[3]#U[3]D11#R[9]813#RC32[3]#UD23#U[3]C32[3]#U[3]C21#R[3]811#R[12]813#R[30]832[3]#D023#UD31[3]#RC12#R[3]C23#U[3]C32[3]#U[3]C21#R[9]C12#U[3]D21#L[6]F13#U[9]F33[3]#U[3]F31[3]#U[3]C12#U[3]F21#U[9]F13#UF32[3]#U[3]F21#U[3]F12#U[3]F23|place@1664590594967
slide:place@1664590594967|131[3]212E23532[3]921C12F21613332[3]#U[3]C23#U[3]E31[3]#UF13#U[6]E32[3]#L721#U[12]C11#UD13#U[3]C32[3]#U[3]D23#U[3]D32[3]#L[6]321#U[9]D12#U[3]F23#UD31[3]#R[27]C11#R[6]012#U[12]D23#UC31[3]#U[3]F13#UC32[3]#UE22#R[3]823#U[6]C31[3]#U[12]E11#LB12#U[27]E23#U[3]C33[3]#L[84]332[3]#U[6]C21#U[9]C13#U[3]C32[3]#U[3]F21#UC11#D313#L[12]B32[3]#U[27]F21#L713#UF32[3]#UC21#U[3]F12#R[3]423#U[3]D31[3]#U[3]F12#R[9]423#D031[3]#R[3]C12#U[3]E23#R[12]033[3]#U[27]C32[3]#R[84]821#UD12#R[246]C21#U[3]C13#LF31[3]#U[12]E12#L[3]723#U[9]D33[3]#U[6]C31[3]#UC12#U[3]E22#U[9]E21#UF13#UC33[3]#UC32[3]#U[3]E21#L[39]B13#U[3]E31[3]#UC12#UF23#UF31[3]#UE12#U[3]F23#U[3]F32[3]#UF21#R[12]811#U[3]C12#U[9]C23#R[27]C32[3]#U[3]D21#R[87]013#U[6]F32[3]#D221#UC13#R[3]431[3]#R[3]012#R[3]823#D[9]232[3]#U[3]F23#R[27]831[3]#U[3]C11#UD12#R[3]C23#UD32[3]#U[3]D23#R[12]C31[3]#UC11#RC13#U[3]D32[3]#L[3]B21#D[9]013#R[27]832[3]#R[81]822#U[6]D23#D031[3]#L[3]F13#U[6]F32[3]#U[3]F21#R[9]813#D032[3]#R[3]C21#U[3]C11#U[3]C12#R[3]C23#U[3]C32[3]#U[3]C21#R[3]C13#U[9]C33[3]#R[3]C31[3]#L[9]F12#U[27]D22#R[3]C23#U[3]C31[3]#R[3]C12#U[3]C23#U[3]C31[3]#U[3]C11#U[9]C13#U[27]C32[3]|place@1664590594967
slide:place@1664590594967|831[3]612023331[3]C12223431[3]F12E23#U[6]D32[3]#UF21#UE12#U[3]D23#U[6]D31[3]#L[6]F11#U[3]F12#U[9]E23#UC32[3]#UF21#R[12]813#R[3]831[3]#U[27]E13#U[3]D32[3]#UF21#UE13#R[12]C32[3]#U[3]C23#U[9]D31[3]#UE12#LF22#U[9]D21#LB13#U[27]E31[3]#R[84]812#R[3]423#R[3]431[3]#U[3]F13#D[9]132[3]#U[3]E22#U[3]D21#UD13#U[3]C31[3]#R[3]C13#U[3]E32[3]#LB21#U[12]E13#D032[3]#R[30]023#U[6]E31[3]#U[3]F12#U[9]C23#UE32[3]#UE21#D113#L[3]F32[3]#U[12]C21#L[27]F12#U[81]D21#L[249]F13#U[3]E33[3]#L[3]B32[3]#U[12]C21#U[3]D11#UC12#U[3]E23#UD32[3]#D021#R[3]013#R[15]031[3]#U[3]C12#R[33]823#U[9]F31[3]#UC13#L[3]B32[3]#R823#U[6]D32[3]#D221#L[3]313#UF32[3]#U[3]F21#R412#U[9]E21#RC13#U[27]E33[3]#R[81]831[3]#R[3]812#U[6]D22#U[3]C23#UC31[3]#U[3]D11#U[3]E12#U[12]C23#D132[3]#R[15]023#D231[3]#R[30]012#U[12]D21#UF13#UC33[3]#UC31[3]#R[6]012#U[3]E23#L(1)F31[3]#U[3]F12#R[3]023#U[9]C31[3]#R412#U[3]C21#UC13#UC32[3]#R[6]C22#D[3]023#R[9]C31[3]#U[27]E12#R[84]823#D131[3]#UC13#R[6]C31[3]#UC12#R[9]023|place@1664590594968
slide:place@1664590594968|221013833[3]E32[3]C21311713F32[3]D21#UF13#R[6]032[3]#UD23#R[3]031[3]#R[9]812#U[9]C23#U[3]F31[3]#R[3]C12#R[9]421#U[27]D13#U[6]D32[3]#UC22#R[3]821#UF13#UE33[3]#U[3]C31[3]#UC12#UD22#UD21#R[9]413#R[3]431[3]#U[15]E13#U[3]C32[3]#UC22#UD23#U[3]F31[3]#R[21]412#R[30]021#R[84]C13#UD33[3]#R032[3]#R[3]821#U[9]F12#LF21#U[30]E13#R[6]032[3]#R[3]823#UD31[3]#UE13#R[9]032[3]#R[3]C21#UC11#U[3]D12#U[3]E23#U[3]E33[3]#U[3]D31[3]#D112#R[6]423#R[9]831[3]#D[27]012#R[81]423#U[243]C31[3]#U[6]D12#L[3]B23#R[3]431[3]#R[9]412#R[6]021#U[12]C12#D123#R[27]C33[3]#D031[3]#D[3]212#D122#R[3]021#D[6]113#UE32[3]#R[12]421#U[3]D13#U[9]E33[3]#UD31[3]#U[6]D12#UC21#U[3]D13#L732[3]#U[12]D21#R[27]812#U[84]D23#R831[3]#R[6]013#U[3]C32[3]#R[3]421#R[9]812#U[27]E23#R[3]833[3]#UE32[3]#R[3]421#U[6]E13#D[3]031[3]#U[3]C12#D221#UC13#UC32[3]#R[21]423#R[3]432[3]#R[6]C21#UD13#R031[3]#R[3]812#UD23#R[3]C31[3]#D[3]212#R[9]C21#D[30]113#D[87]032[3]#R[243]C21#R412#D[741]023#UC32[3]#D[3]321#U[3]E13#U[3]C31[3]#UC13#R[3]C32[3]#R[9]821#U[27]E13#U[3]F32[3]#D022#R[3]821#D113#R[3]831[3]#U[6]C13#UE32[3]#R[15]821#R[30]012#LB23#U[84]C32[3]#R[3]C21#U[9]E13#UE31[3]#U[3]F12#LF23#R[3]831[3]#R[3]C12#U[12]E23#U[3]E31[3]#U[3]E12#D323#L[9]F33[3]#U[27]D32[3]#R[3]821#U[3]C12#L[3]721#U[3]D13#UC32[3]#UF21#UC13#RC32[3]#U[3]C21#R[12]C13#LB31[3]#U[6]D12#R[3]823#R[9]832[3]#U[30]C23#L[3]F31[3]#UE11#RC12#R[3]C23#R[3]C33[3]#L[3]F31[3]#U[12]C12#R[27]C23#U[81]D32[3]#R[6]C21#U[243]D11#U[3]D12#L[3]723#U[9]C33[3]#RC32[3]#R[3]821#U[3]C13#UC31[3]#R[9]C12|place@1664590594968
slide:place@1664590594968|A13D32[3]E23532[3]321112C21913831[3]#UF12#R023#R[9]C31[3]#UC12#R[6]023#U[3]C33[3]#U[9]C32[3]#UC21#U[3]D11#D212#UF23#L[6]332[3]#U[3]D23#L[3]B31[3]#U[12]D13#U[12]D31[3]#U[3]F12#U[3]E23#R[27]032[3]#U[3]D21#UF13#R432[3]#U[3]E21#R[3]413#U[3]E32[3]#D021#R[12]813#UD32[3]#R[30]421#U[84]D11#U[9]F13#UF32[3]#R[3]823#UE32[3]#R[3]C21#U[3]C13#D[3]032[3]#R[9]021#R[30]C12#R[9]421#U[3]E13#L731[3]#U[6]D13#UC32[3]#UC23#U[3]C31[3]#D312#R[15]423#U[3]C31[3]#LF12#U[3]D23#UF32[3]#U[3]D21#U[3]F13#UD31[3]#R[6](1)812#U[9]D23#R[27]C31[3]#U[3]D12#R[3]C22#U[3]D23#R[3]C31[3]#R[3]C11#LB12#U[21]D23#D032[3]#R[81]423#U[243]F31[3]#R[3]C13#RC31[3]#R[3]C12#UC23#L[3]F31[3]#U[12]C12#R[30]822#D223#R[3]C31[3]#U[3]D13#D032[3]#R[3]021|place@1664590594969
slide:place@1664590594969|231[3]F12922123531[3]311C12623432[3]#RC23#U[6]E31[3]#L[3]B12#U[3]D23#R[3]431[3]#U[3]C11#U[9]C12#R[3]423#U[3]E32[3]#U[3]D23#R[3]431[3]#U[9]F13#U[3]E32[3]#UF21#D[3]212#R[33]023#U[9]D31[3]#UD13#UF32[3]#U[3]D21#UC12#U[3]E23#UE31[3]#U[3]D13#R[12]032[3]#U[6]C21#UD13#D232[3]#L[3]B21#D[27]311#R[84]413#R[9]832[3]#D122#R[6]821#UD13#UD32[3]#R[9]C23#LB31[3]#D[6]012#L[3]323#U[6]C31[3]#U[3]C13#L[12]F32[3]#U[30]D21#L[9]711#U[3]F13#R[3]432[3]#U[3]F22#R[3]423#U[3]F31[3]#U[3]C11#UC13#UD32[3]#U[3]F22#U[3]E21#U[9]C13#R[27]032[3]#D[81]221#R[246]013#R[3]831[3]#UC12#LF23#D[12]233[3]#R[27]031[3]#UE12#R[6]C21#D[12]212#R[3]423#D[3]033[3]#R431[3]#UE12#U[12]E23#R[3]032[3]#D121#UC12#R[3]023#L[3]F31[3]#D[9]312#R[3]C23#UC31[3]#UC11#L[9]312#D[27]223#R[84]031[3]#U[6]F12#RC23#R431[3]#R[3]C12#U[6]D23#UE32[3]#R[12]C23#UD31[3]#R[3]413#U[12]E32[3]#R[30]821#L712#U[9]C21#UC13#U[3]C32[3]#L[30]F23#U[3]F31[3]#R[3]413#U[9]D31[3]#R[3]412#R[3]C21#UD13#U[3]E32[3]#R[3]C22#U[9]D23#U[27]C31[3]#R[84]813#R[6]832[3]#U[3]D21#UC13#UC31[3]#R[12]C12#U[3]E23#U[9]C32[3]#UC21#R811#D012#R[3]C23#U[6]D33[3]#U[3]C32[3]#R[3]C21#U[9]C11#U[30]D12#D023#L[84]F33[3]#U[246]F32[3]#L[735]721#U[9]E12#U[3]E21#U[3]C13#UC32[3]#L[3]B23#U[3]F31[3]#U[9]C11#U[27]C12#RC23#R[3]433[3]#LF31[3]#U[9]E12#U[27]F21#R[3]C12#R[3]823#D[3]033[3]#UF32[3]#R[3]C21#R[3]C13#R[3]831[3]#U[12]C12#RC21#L[3]F13#U[3]E32[3]#U[3]C21#R[9]C13#UC32[3]#L[30]B23#U[81]E31[3]#U[243]F12#U[3]E21#R[6]C13#UC32[3]#UC23#R[12]C31[3]#LB12#U[9]F22#U[3]D23#RC31[3]#RC11#U[3]D12#R[12]823#L[27]F32[3]#U[84]C23#U[3]F31[3]#U[6]D13#R831[3]#U[15]C12#U[9]D21#R[3]812#L[9]B23#U[30]C32[3]#D321#D113#R[3]431[3]#UC12#R[6]C23#R[3]032[3]#U[3]C21#UC13#UC31[3]#L[9]F12#UF23#UF31[3]#U[3]E12#U[3]F23#R[3]C32[3]#UC23#U[3]C31[3]#U[9]C12#R[36]023#D031[3]#L[3]B12#U[3]C21#R[3]C13|place@1664590594969
slide:place@1664590594969|A31[3]E12522023331[3]712423931[3]C11#R012#R[6]023#U[3]E32[3]#U[12]F21#U[3]D13#U[3]D31[3]#UD12#R[3]423#U[3]C33[3]#R[3]C31[3]#U[12]E12#R[27]421#U(1)C12#R[3]823#UE33[3]#UC32[3]#U[3]C21#R[9]C11#R[3]413#U[3]D32[3]#UE21#R[9]812#U[3]F23#LF32[3]#D[9]123#R[27]C31[3]#D[84]111#R[6]812#U[3]E23#U[9]D32[3]#UE23#R[3]C31[3]#R[3]813#D[3]231[3]#UC12#R423#R[3]032[3]#R[3]421#U[3]C11#L[9]F13#D[27]032[3]#U[3]E23#R[12]431[3]#R[9]412#UE21#R[9]C12#U[27]E23#R[81]C32[3]#D[246]323#UC31[3]#R[6]413#R[3]031[3]#R[9]412#UE23#UC32[3]#U[3]C21#UE11#R[6]413#U[3]D32[3]#R[12]C21#R[6]813#D232[3]#D022#R[36]421#UD13#U[3]C33[3]#U[6]D31[3]#D012#U[3]C23#R[3]C31[3]#R[12]412#UC21#UC13#UD32[3]#U[3]C23#UD32[3]#U[6]C21#U[3]D11#R[12]C12#UC23#R[30]832[3]#R[3]821#R[9]C13#UC33[3]#R[6]031[3]#UC12#U[3]D21#R[3]C12#D[3]023#R[12]433[3]#U[27]C32[3]#U[81]D21#U[3]C11#U[6]E12#UC23#R[9]831[3]#U[3]D13#R[3]432[3]#U[3]D21#R[12]812#U[3]C23#D232[3]#D[3]121#R[33]813#R[90]C32[3]#D123#R[270]831[3]#U[729]C13#U[3]D32[3]#UF21#UC11#R[6]C12#R023#L731[3]#L[3]F12#U[12]E23#UF33[3]#R[3]831[3]#U[3]F12#R[3]823#U[12]C32[3]#U[3]E21#UF12#R[3]C21#R[3]813#U[9]E32[3]#L[3]B23#U[30]F31[3]#U[9]C12#R[27]023#U[81]F31[3]#U[3]D11#RC13#D032[3]#R[3]822#R[3]823#D[15]031[3]#UF12#R[3]823#UC31[3]#UD13#R[3]032[3]#D121#UC13|place@1664590594970
slide:place@1664590594970|621013832[3]B21213E33[3]332[3]521A13#U[3]D31[3]#R[6]412#U[3]C23#R[3]431[3]#U[12]C12#UC22#U[3]D23#R[3]431[3]#R[9]C12#U[3]E23#UC31[3]#UF12#U[3]E23#L[27]F31[3]#U[6]F12#UD21#R813#U[12]F33[3]#R[6]C31[3]#U[3]D12#UC21#R[3]C12#R[3]023#U[3]D33[3]#UC31[3]#UD12#R[12]422#LF21#U[27]C13#L[87]B33[3]#D231[3]#L[12]712#D222#L[6]F23#R431[3]#U[9]C12#UC21#U[6]E13#R831[3]#R[30]C13#UD32[3]#UC22#UC23#U[3]D31[3]#U[6]C12#U[9]D21#U[3]E13#R[3]C32[3]#UC23#U[3]D31[3]#U[9]D12#D023#R[30]C31[3]#R[90]412#U[6]C23#R[243]C31[3]#D[6]212#R[3]C23#U[3]E31[3]#R[12]412#R[27]823#UD31[3]#UD12#R[6]423#D031[3]#R[3]411#R[3]412#U[12]D23#UD31[3]#R[3]812#U[3]D23#R[3]832[3]#UD23#R[6]831[3]#U[9]D12#D121#R[30]013#U[3]C33[3]#U[3]D32[3]#UC21#UC12#R[6]821#D[3]213#D[12]133[3]#R[90]C31[3]#U[3]C12#R[9]422#UE21#U[3]E13#R[27]031[3]#U[9]D13#U[3]D32[3]#LF21#U[3]C12#UF23#UF33[3]#R[9]031[3]#D012#D021#U[3]C13#U[3]C32[3]#R[9]423#R[30]032[3]#R[81]021#U[3]D11#U[3]E12#U[3]C23#UC32[3]#L[12]723#D[6]231[3]#R[3]011#U[3]D13#L[243]B32[3]#U[756]F23#R[3]C32[3]#U[12](1)E21#RC13#U[12]C32[3]#UC21#R812#D023#R[6]031[3]#R[3]812#U[9]E21#D013#R[30]C31[3]#R[3]013#UD32[3]#U[3]C22#UC23#U[3]D31[3]#R[6]012#D021#R[9]013#D[3]032[3]#R[6]023#U[3]D31[3]#U[3]C13#UC32[3]#R[12]021#D[9]011#L[27]F13#D[84]332[3]#UC23#U[3]C31[3]#R[6]412#U[3]C22#U[9]E21#U[30]C13#R[81]031[3]#R[3]813#L732[3]#U[6]F22#UF21#UC13#R833[3]#U[3]E31[3]#D012|place@1664590594971
